"","ASV","unique_ID","Domain","Phylum","Class","Order","Family","Genus","Species","Class_bold","Order_bold","Family_bold","Genus_bold","Species_bold","ID_bold","ID_level_bold","ID_level"
"743","ASV_1555","Hymenoptera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","","","","Insecta","Hymenoptera","Formicidae","Nylanderia bourbonica","Nylanderia bourbonica","Nylanderia bourbonica","Species","Order"
"744","ASV_52","Formicidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","","","Insecta","Hymenoptera","Formicidae","Nylanderia bourbonica","Nylanderia bourbonica","Nylanderia bourbonica","Species","Family"
"745","ASV_607","Formicidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","","","Insecta","Hymenoptera","Formicidae","Nylanderia bourbonica","Nylanderia bourbonica","Nylanderia bourbonica","Species","Family"
"746","ASV_515","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole megacephala","Pheidole megacephala","Species","Genus"
"747","ASV_628","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole megacephala","Pheidole megacephala","Species","Genus"
"748","ASV_778","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole megacephala","Pheidole megacephala","Species","Genus"
"749","ASV_850","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole megacephala","Pheidole megacephala","Species","Genus"
"750","ASV_932","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole megacephala","Pheidole megacephala","Species","Genus"
"751","ASV_1490","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","","","","Hymenoptera","Order","Genus"
"752","ASV_1491","Pheidole","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Pheidole","","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole megacephala","Pheidole megacephala","Species","Genus"
"753","ASV_1078","Hypoponera","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Hypoponera","","Insecta","Hymenoptera","","","","Hymenoptera","Order","Genus"
"754","ASV_784","Ponera <ants>","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hymenoptera","f__Formicidae","g__Ponera <ants>","","Insecta","Hymenoptera","Formicidae","Ponera","Ponera swezeyi","Ponera swezeyi","Species","Genus"
"755","ASV_958","Aleyrodidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","f__Aleyrodidae","","","Insecta","Hemiptera","Aleyrodidae","Aleurodicus","Aleurodicus dispersus","Aleurodicus dispersus","Species","Family"
"756","ASV_1678","Aleyrodidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Hemiptera","f__Aleyrodidae","","","Insecta","Hemiptera","Aleyrodidae","Aleurodicus","Aleurodicus dispersus","Aleurodicus dispersus","Species","Family"
"757","ASV_469","Ectopsocus sp. KY212","d__Eukaryota","p__Arthropoda","c__Insecta","o__Psocoptera","f__Ectopsocidae","g__Ectopsocus","s__Ectopsocus sp. KY212","Insecta","Psocoptera","Ectopsocidae","Ectopsocus","","Ectopsocus sp.","Genus","Species"
"758","ASV_66","Ectopsocidae sp. S150708","d__Eukaryota","p__Arthropoda","c__Insecta","o__Psocoptera","f__Ectopsocidae","","s__Ectopsocidae sp. S150708","Insecta","","","","","Psocodea","Class","Species"
"759","ASV_164","Lepidopsocidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Psocoptera","f__Lepidopsocidae","","","Insecta","Psocoptera","Lepidopsocidae","Lepidopsocus","Lepidopsocus marmoratus","Lepidopsocus marmoratus","Species","Family"
"760","ASV_552","Lepidopsocidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Psocoptera","f__Lepidopsocidae","","","Insecta","","","","","Psocodea","Class","Family"
"761","ASV_49","Anisolabis","d__Eukaryota","p__Arthropoda","c__Insecta","o__Dermaptera","f__Anisolabididae","g__Anisolabis","","Insecta","Dermaptera","Anisolabidinae","Anisolabis","Anisolabis maritima","Anisolabis maritima","Species","Genus"
"762","ASV_80","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","Insecta","Blattodea","Blaberidae","Pycnoscelus indicus","Pycnoscelus surinamensis","Pycnoscelus surinamensis","Species","Order"
"763","ASV_125","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","Insecta","Blattodea","Blaberidae","Pycnoscelus indicus","","Pycnoscelus sp. B103","Genus","Order"
"764","ASV_183","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","Insecta","Blattodea","Blaberidae","Pycnoscelus indicus","Pycnoscelus surinamensis","Pycnoscelus surinamensis","Species","Order"
"765","ASV_498","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","Insecta","Blattodea","Blaberidae","Pycnoscelus indicus","Pycnoscelus indicus","Pycnoscelus indicus","Species","Order"
"766","ASV_746","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","Insecta","Blattodea","Blaberidae","Pycnoscelus indicus","Pycnoscelus surinamensis","Pycnoscelus surinamensis","Species","Order"
"767","ASV_808","Blattodea","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","","","","Insecta","Blattodea","Blaberidae","Pycnoscelus indicus","Pycnoscelus surinamensis","Pycnoscelus surinamensis","Species","Order"
"768","ASV_148","Ectobiidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","f__Ectobiidae","","","Insecta","Blattodea","","","","Blattodea","Order","Family"
"769","ASV_191","Ectobiidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","f__Ectobiidae","","","Insecta","Blattodea","","","","Blattodea","Order","Family"
"770","ASV_91","Periplaneta","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","f__Blattidae","g__Periplaneta","","Insecta","Blattodea","Blattidae","Periplaneta australasiae","Periplaneta australasiae","Periplaneta australasiae","Species","Genus"
"771","ASV_654","Periplaneta","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","f__Blattidae","g__Periplaneta","","Insecta","Blattodea","Blattidae","Periplaneta australasiae","Periplaneta australasiae","Periplaneta australasiae","Species","Genus"
"772","ASV_924","Periplaneta","d__Eukaryota","p__Arthropoda","c__Insecta","o__Blattodea","f__Blattidae","g__Periplaneta","","Insecta","Blattodea","Blattidae","Periplaneta australasiae","Periplaneta australasiae","Periplaneta australasiae","Species","Genus"
"773","ASV_36","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"774","ASV_64","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"775","ASV_124","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"776","ASV_201","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"777","ASV_286","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"778","ASV_1413","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"779","ASV_1517","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"780","ASV_1637","Acrididae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Acrididae","","","Insecta","Orthoptera","Acrididae","Oxya","","Oxya sp","Genus","Family"
"781","ASV_87","Ornebius novarae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Mogoplistidae","g__Ornebius","s__Ornebius novarae","Insecta","Orthoptera","","","","Orthoptera","Order","Species"
"782","ASV_333","Ornebius novarae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Mogoplistidae","g__Ornebius","s__Ornebius novarae","Insecta","Orthoptera","","","","Orthoptera","Order","Species"
"783","ASV_1519","Tettigoniidae","d__Eukaryota","p__Arthropoda","c__Insecta","o__Orthoptera","f__Tettigoniidae","","","Insecta","Orthoptera","Tettigoniidae","Conocephalus","Conocephalus saltator","Conocephalus saltator","Species","Family"
"784","ASV_1290","Pantala flavescens","d__Eukaryota","p__Arthropoda","c__Insecta","o__Odonata","f__Libellulidae","g__Pantala","s__Pantala flavescens","Insecta","Odonata","","","","Odonata","Order","Species"
