"","ASV","Domain","Phylum","Class","Order","Family","ID_level"
"620","ASV_48","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"621","ASV_609","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"622","ASV_643","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"623","ASV_690","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"624","ASV_725","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"625","ASV_730","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"626","ASV_789","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"627","ASV_817","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"628","ASV_818","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"629","ASV_851","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"630","ASV_893","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"631","ASV_98","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"632","ASV_985","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"633","ASV_989","Eukaryota","Chordata","Mammalia","Rodentia","Muridae","Family"
"634","ASV_1133","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","","Order"
"635","ASV_1363","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","","Order"
"636","ASV_1482","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","","Order"
"637","ASV_1510","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","","Order"
"638","ASV_1666","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","","Order"
"639","ASV_434","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","","Order"
"640","ASV_114","Eukaryota","Arthropoda","Insecta","Thysanoptera","","Order"
"641","ASV_1282","Eukaryota","Arthropoda","Insecta","Thysanoptera","","Order"
"642","ASV_437","Eukaryota","Arthropoda","Insecta","Thysanoptera","","Order"
"643","ASV_886","Eukaryota","Arthropoda","Arachnida","Trombidiformes","","Order"
