"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Species_Name","Phylum.x","Class.x","Order.x","Family.x","Genus.x","specific_epithet.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y","specific_epithet.y"
"1273","Araneae","Oonopidae",NA,NA,2.93,1.69,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","Araneae","Oonopidae",NA,NA,1.54,0.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","Araneae","Oonopidae",NA,NA,3.03,1.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","Araneae","Oonopidae",NA,NA,1.45,0.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","Araneae","Oonopidae",NA,NA,1.7,0.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","Araneae","Oonopidae",NA,NA,1.74,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","Araneae","Oonopidae",NA,NA,2.03,0.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","Araneae","Oonopidae",NA,NA,1.77,0.44,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","Araneae","Oonopidae",NA,NA,1.65,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","Araneae","Oonopidae",NA,NA,2.43,1.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","Araneae","Oonopidae",NA,NA,1.12,0.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","Araneae","Oonopidae",NA,NA,2.26,0.26,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","Araneae","Oonopidae",NA,NA,1.54,0.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","Araneae","Oonopidae",NA,NA,1.6,0.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","Araneae","Oonopidae",NA,NA,1.24,0.17,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","Araneae","Oonopidae",NA,NA,1.82,0.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","Araneae","Oonopidae",NA,NA,1.66,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","Araneae","Oonopidae",NA,NA,2.05,0.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","Araneae","Oxyopidae",NA,NA,1.64,0.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","Araneae","Oxyopidae",NA,NA,1.63,0.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","Araneae","Oxyopidae",NA,NA,1.57,0.44,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","Araneae","Oxyopidae",NA,NA,1.86,0.57,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","Araneae","Oxyopidae",NA,NA,2.19,0.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","Araneae","Oxyopidae",NA,NA,1.66,0.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","Araneae","Oxyopidae",NA,NA,4.68,9.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","Araneae","Oxyopidae",NA,NA,2.12,0.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","Araneae","Oxyopidae",NA,NA,2.53,1.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","Araneae","Oxyopidae",NA,NA,3.51,4.49,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","Araneae","Oxyopidae",NA,NA,1.97,0.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","Araneae","Oxyopidae",NA,NA,5.34,15.51,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","Araneae","Oxyopidae",NA,NA,2.04,0.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","Araneae","Oxyopidae",NA,NA,6.5,21.48,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","Araneae","Oxyopidae",NA,NA,2.09,0.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","Araneae","Oxyopidae",NA,NA,1.6,0.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","Araneae","Oxyopidae",NA,NA,5.62,14.67,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Araneae","Oxyopidae",NA,NA,2.81,1.72,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","Araneae","Oxyopidae",NA,NA,6.56,22.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","Araneae","Oxyopidae",NA,NA,2.76,1.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","Araneae","Oxyopidae",NA,NA,6.23,17.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","Araneae","Oxyopidae",NA,NA,2.58,1.46,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","Araneae","Oxyopidae",NA,NA,2.98,2.17,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","Araneae","Oxyopidae",NA,NA,1.82,0.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","Araneae","Oxyopidae",NA,NA,6.12,15.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","Araneae","Oxyopidae",NA,NA,2.55,1.53,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","Araneae","Oxyopidae",NA,NA,3.96,5.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","Araneae","Oxyopidae",NA,NA,4.35,7.17,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Araneae","Oxyopidae",NA,NA,5.34,11.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","Araneae","Oxyopidae",NA,NA,6.93,22.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","Araneae","Oxyopidae",NA,NA,2.69,1.77,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","Araneae","Oxyopidae",NA,NA,5.79,15.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","Araneae","Oxyopidae",NA,NA,4.86,9.45,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Araneae","Oxyopidae",NA,NA,2.2,0.87,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","Araneae","Oxyopidae",NA,NA,5.39,9.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","Araneae","Oxyopidae",NA,NA,4.26,5.79,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Araneae","Oxyopidae",NA,NA,6.93,24.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","Araneae","Oxyopidae",NA,NA,6.1,16.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","Araneae","Oxyopidae",NA,NA,1.79,0.45,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","Araneae","Oxyopidae",NA,NA,6.18,17.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Araneae","Oxyopidae",NA,NA,2.31,1.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Araneae","Oxyopidae",NA,NA,6.55,18.94,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","Araneae","Oxyopidae",NA,NA,5.89,14.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","Araneae","Oxyopidae",NA,NA,3.25,2.95,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Araneae","Oxyopidae",NA,NA,7.2,22.84,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","Araneae","Oxyopidae",NA,NA,6.84,20.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","Araneae","Oxyopidae",NA,NA,6.29,16.39,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","Araneae","Oxyopidae",NA,NA,3.85,4.56,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","Araneae","Oxyopidae",NA,NA,4.56,6.38,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","Araneae","Oxyopidae",NA,NA,2.68,1.57,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","Araneae","Oxyopidae",NA,NA,5.18,9.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","Araneae","Oxyopidae",NA,NA,7.56,28.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","Araneae","Oxyopidae",NA,NA,2.59,1.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","Araneae","Oxyopidae",NA,NA,6.89,19.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","Araneae","Oxyopidae",NA,NA,3.25,2.84,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","Araneae","Oxyopidae",NA,NA,6.12,16.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","Araneae","Oxyopidae",NA,NA,4.79,8.62,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","Araneae","Oxyopidae",NA,NA,6.15,19.89,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","Araneae","Oxyopidae",NA,NA,6.32,14.39,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","Araneae","Oxyopidae",NA,NA,6.55,16.66,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","Araneae","Oxyopidae",NA,NA,6.65,19.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","Araneae","Oxyopidae",NA,NA,6.77,20.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","Araneae","Oxyopidae",NA,NA,3.92,4.52,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","Araneae","Oxyopidae",NA,NA,4.43,5.82,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","Araneae","Oxyopidae",NA,NA,7.46,28.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","Araneae","Oxyopidae",NA,NA,3.33,1.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","Araneae","Oxyopidae",NA,NA,4.87,7.57,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","Araneae","Oxyopidae",NA,NA,6.51,18.39,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","Araneae","Oxyopidae",NA,NA,5.19,10.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","Araneae","Oxyopidae",NA,NA,4.14,5.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","Araneae","Oxyopidae",NA,NA,5.39,10.41,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","Araneae","Oxyopidae",NA,NA,3.14,2.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","Araneae","Oxyopidae",NA,NA,4.36,6.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","Araneae","Oxyopidae",NA,NA,3.75,3.11,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","Araneae","Oxyopidae",NA,NA,3.66,3.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","Araneae","Oxyopidae",NA,NA,4.44,5.83,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","Araneae","Oxyopidae",NA,NA,5.86,14.31,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","Araneae","Oxyopidae",NA,NA,6.16,13.99,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","Araneae","Oxyopidae",NA,NA,6.75,19.79,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","Araneae","Oxyopidae",NA,NA,9.63,55.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","Araneae","Oxyopidae",NA,NA,3.01,2.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","Araneae","Oxyopidae",NA,NA,5.5,13.31,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373","Araneae","Oxyopidae",NA,NA,7.16,23.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","Araneae","Oxyopidae",NA,NA,3.82,3.82,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","Araneae","Oxyopidae",NA,NA,3.85,4.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","Araneae","Oxyopidae",NA,NA,3.31,2.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","Araneae","Oxyopidae",NA,NA,2.78,1.38,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","Araneae","Oxyopidae",NA,NA,2.91,1.72,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","Araneae","Oxyopidae",NA,NA,4.6,6.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","Araneae","Oxyopidae",NA,NA,4.61,6.85,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","Araneae","Oxyopidae",NA,NA,2.33,1.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","Araneae","Oxyopidae",NA,NA,4.68,7.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","Araneae","Oxyopidae",NA,NA,7.59,27.35,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","Araneae","Oxyopidae",NA,NA,3.46,2.71,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","Araneae","Oxyopidae",NA,NA,5.03,8.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","Araneae","Oxyopidae",NA,NA,4.65,7.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","Araneae","Oxyopidae",NA,NA,5.7,13.76,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","Araneae","Oxyopidae",NA,NA,2.72,1.48,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","Araneae","Oxyopidae",NA,NA,6.72,15.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","Araneae","Oxyopidae",NA,NA,5.32,10.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","Araneae","Oxyopidae",NA,NA,4.97,8.52,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","Araneae","Oxyopidae",NA,NA,3.78,3.87,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","Araneae","Oxyopidae",NA,NA,5.77,13.1,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","Araneae","Oxyopidae",NA,NA,4.84,9.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","Araneae","Oxyopidae",NA,NA,4.85,8.41,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","Araneae","Oxyopidae",NA,NA,4.02,4.28,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","Araneae","Oxyopidae",NA,NA,4.35,5.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Araneae","Oxyopidae",NA,NA,1.95,0.45,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","Araneae","Oxyopidae",NA,NA,5.63,10.89,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","Araneae","Oxyopidae",NA,NA,4.57,7.59,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","Araneae","Oxyopidae",NA,NA,6.6,16.59,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","Araneae","Oxyopidae",NA,NA,7.81,28.8,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","Araneae","Oxyopidae",NA,NA,3.73,2.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","Araneae","Oxyopidae",NA,NA,4.98,7.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","Araneae","Oxyopidae",NA,NA,7.16,21.79,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","Araneae","Oxyopidae",NA,NA,3.59,2.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","Araneae","Oxyopidae",NA,NA,3.68,3.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","Araneae","Oxyopidae",NA,NA,6.53,14.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","Araneae","Oxyopidae",NA,NA,3.85,3.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","Araneae","Oxyopidae",NA,NA,3.86,4.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","Araneae","Oxyopidae",NA,NA,5.12,8.2,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","Araneae","Oxyopidae",NA,NA,6.54,16.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","Araneae","Oxyopidae",NA,NA,4.94,7.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","Araneae","Oxyopidae",NA,NA,5.83,13.84,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","Araneae","Oxyopidae",NA,NA,4.33,4.77,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","Araneae","Oxyopidae",NA,NA,3.2,2.27,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","Araneae","Oxyopidae",NA,NA,6.85,19.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","Araneae","Oxyopidae",NA,NA,3.14,1.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","Araneae","Oxyopidae",NA,NA,4.46,6.08,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","Araneae","Oxyopidae",NA,NA,6.58,17.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","Araneae","Oxyopidae",NA,NA,7.06,19.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","Araneae","Oxyopidae",NA,NA,3.58,3.79,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","Araneae","Oxyopidae",NA,NA,6.52,16.99,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","Araneae","Oxyopidae",NA,NA,6.23,14.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","Araneae","Oxyopidae",NA,NA,5.28,8.22,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","Araneae","Oxyopidae",NA,NA,4.27,4.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Araneae","Oxyopidae",NA,NA,6.91,20.55,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","Araneae","Oxyopidae",NA,NA,5.99,12.89,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","Araneae","Oxyopidae",NA,NA,4.14,3.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","Araneae","Oxyopidae",NA,NA,3.72,3.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","Araneae","Oxyopidae",NA,NA,6.57,15.89,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","Araneae","Oxyopidae",NA,NA,7.86,26.86,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","Araneae","Oxyopidae",NA,NA,2.83,1.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
