"","Order","Family","Genus","Species","Length_mm","Mass_mg","Source","Class","Species_Name","Phylum.x","Class.x","Order.x","Family.x","Genus.x","specific_epithet.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y","specific_epithet.y"
"2144","Hymenoptera","Formicidae",NA,NA,4.39,1.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","Hymenoptera","Formicidae",NA,NA,1.38,0.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146","Hymenoptera","Formicidae",NA,NA,1.77,0.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147","Hymenoptera","Formicidae",NA,NA,1.45,0.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","Hymenoptera","Formicidae",NA,NA,2.89,0.78,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149","Hymenoptera","Formicidae",NA,NA,3.63,1.35,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150","Hymenoptera","Formicidae",NA,NA,3.09,1.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","Hymenoptera","Formicidae",NA,NA,3.37,0.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","Hymenoptera","Formicidae",NA,NA,4.13,1.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","Hymenoptera","Formicidae",NA,NA,1.61,0.09,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","Hymenoptera","Formicidae",NA,NA,3.13,1.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","Hymenoptera","Formicidae",NA,NA,3.37,1.11,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","Hymenoptera","Formicidae",NA,NA,3.41,1.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","Hymenoptera","Formicidae",NA,NA,8.78,18.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158","Hymenoptera","Formicidae",NA,NA,4.49,1.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","Hymenoptera","Formicidae",NA,NA,3.86,1.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160","Hymenoptera","Formicidae",NA,NA,3.68,1.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","Hymenoptera","Formicidae",NA,NA,3.36,1.71,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","Hymenoptera","Formicidae",NA,NA,3.42,1.11,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","Hymenoptera","Formicidae",NA,NA,3.29,1.24,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","Hymenoptera","Formicidae",NA,NA,17.08,117.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","Hymenoptera","Formicidae",NA,NA,3.65,1.8,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","Hymenoptera","Formicidae",NA,NA,1.89,0.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167","Hymenoptera","Formicidae",NA,NA,3.14,0.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","Hymenoptera","Formicidae",NA,NA,17.51,105.27,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","Hymenoptera","Formicidae",NA,NA,3.41,0.8,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170","Hymenoptera","Formicidae",NA,NA,5.15,3.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","Hymenoptera","Formicidae",NA,NA,1.89,0.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172","Hymenoptera","Formicidae",NA,NA,3.28,0.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173","Hymenoptera","Formicidae",NA,NA,4.29,1.46,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174","Hymenoptera","Formicidae",NA,NA,3.18,1.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175","Hymenoptera","Formicidae",NA,NA,6.65,6.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176","Hymenoptera","Formicidae",NA,NA,5.2,2.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177","Hymenoptera","Formicidae",NA,NA,3.95,1.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","Hymenoptera","Formicidae",NA,NA,3.54,1.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179","Hymenoptera","Formicidae",NA,NA,17.93,117.26,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180","Hymenoptera","Formicidae",NA,NA,6.51,7.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","Hymenoptera","Formicidae",NA,NA,5.15,4.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","Hymenoptera","Formicidae",NA,NA,3.21,1.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183","Hymenoptera","Formicidae",NA,NA,1.46,0.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184","Hymenoptera","Formicidae",NA,NA,2.09,0.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","Hymenoptera","Formicidae",NA,NA,6.5,7.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186","Hymenoptera","Formicidae",NA,NA,3.54,1.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187","Hymenoptera","Formicidae",NA,NA,3.19,0.67,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188","Hymenoptera","Formicidae",NA,NA,3.93,1.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","Hymenoptera","Formicidae",NA,NA,3.73,1.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190","Hymenoptera","Formicidae",NA,NA,3.16,0.77,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191","Hymenoptera","Formicidae",NA,NA,1.6,0.03,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","Hymenoptera","Formicidae",NA,NA,4.18,1.42,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","Hymenoptera","Formicidae",NA,NA,13.09,37.58,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194","Hymenoptera","Formicidae",NA,NA,1.36,0.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195","Hymenoptera","Formicidae",NA,NA,3.74,1.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","Hymenoptera","Formicidae",NA,NA,19.51,142.92,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197","Hymenoptera","Formicidae",NA,NA,1.28,0.28,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Hymenoptera","Formicidae",NA,NA,18.28,95.93,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","Hymenoptera","Formicidae",NA,NA,3.8,1.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200","Hymenoptera","Formicidae",NA,NA,3.63,1.1,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201","Hymenoptera","Formicidae",NA,NA,12.14,43.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202","Hymenoptera","Formicidae",NA,NA,8.83,13.71,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203","Hymenoptera","Formicidae",NA,NA,9.05,18.4,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204","Hymenoptera","Formicidae",NA,NA,4.15,1.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205","Hymenoptera","Formicidae",NA,NA,3.16,1.14,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206","Hymenoptera","Formicidae",NA,NA,3.41,0.97,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207","Hymenoptera","Formicidae",NA,NA,2.33,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","Hymenoptera","Formicidae",NA,NA,1.37,0.01,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","Hymenoptera","Formicidae",NA,NA,7.85,8.85,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","Hymenoptera","Formicidae",NA,NA,8.14,10.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","Hymenoptera","Formicidae",NA,NA,2.14,0.16,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","Hymenoptera","Formicidae",NA,NA,2.57,0.43,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","Hymenoptera","Formicidae",NA,NA,5.21,1.94,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214","Hymenoptera","Formicidae",NA,NA,3.41,0.95,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215","Hymenoptera","Formicidae",NA,NA,3.56,0.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216","Hymenoptera","Formicidae",NA,NA,2.16,0.25,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Hymenoptera","Formicidae",NA,NA,9.37,15.72,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218","Hymenoptera","Formicidae",NA,NA,10.05,18.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219","Hymenoptera","Formicidae",NA,NA,18.52,81.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220","Hymenoptera","Formicidae",NA,NA,2.98,0.86,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221","Hymenoptera","Formicidae",NA,NA,9.4,11.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222","Hymenoptera","Formicidae",NA,NA,9.78,17.47,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","Hymenoptera","Formicidae",NA,NA,6.28,4.94,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224","Hymenoptera","Formicidae",NA,NA,1.42,0.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","Hymenoptera","Formicidae",NA,NA,9.73,14.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","Hymenoptera","Formicidae",NA,NA,1.67,0.06,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","Hymenoptera","Formicidae",NA,NA,13.23,42.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228","Hymenoptera","Formicidae",NA,NA,10.01,30.28,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229","Hymenoptera","Formicidae",NA,NA,3.56,0.73,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230","Hymenoptera","Formicidae",NA,NA,9.13,12.82,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231","Hymenoptera","Formicidae",NA,NA,10.21,16.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232","Hymenoptera","Formicidae",NA,NA,3.89,0.82,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","Hymenoptera","Formicidae",NA,NA,2.23,0.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","Hymenoptera","Formicidae",NA,NA,7.47,10.98,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","Hymenoptera","Formicidae",NA,NA,7.79,10.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","Hymenoptera","Formicidae",NA,NA,13.97,42.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","Hymenoptera","Formicidae",NA,NA,8.04,6.96,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","Hymenoptera","Formicidae",NA,NA,9.7,20.28,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","Hymenoptera","Formicidae",NA,NA,11.89,27.53,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","Hymenoptera","Formicidae",NA,NA,6.53,5.5,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241","Hymenoptera","Formicidae",NA,NA,7.17,7.72,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242","Hymenoptera","Formicidae",NA,NA,4.57,1.65,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","Hymenoptera","Formicidae",NA,NA,2.02,0.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","Hymenoptera","Formicidae",NA,NA,10.38,16.31,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","Hymenoptera","Formicidae",NA,NA,5.3,3.02,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246","Hymenoptera","Formicidae",NA,NA,12.39,31.67,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","Hymenoptera","Formicidae",NA,NA,14.15,39.88,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","Hymenoptera","Formicidae",NA,NA,13.26,37.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249","Hymenoptera","Formicidae",NA,NA,9.58,13.49,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250","Hymenoptera","Formicidae",NA,NA,9.41,11.34,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251","Hymenoptera","Formicidae",NA,NA,5.01,2.61,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","Hymenoptera","Formicidae",NA,NA,2.37,0.21,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","Hymenoptera","Formicidae",NA,NA,3.93,1.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254","Hymenoptera","Formicidae",NA,NA,9.15,11.45,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","Hymenoptera","Formicidae",NA,NA,10.64,18.3,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","Hymenoptera","Formicidae",NA,NA,11.48,19.1,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","Hymenoptera","Formicidae",NA,NA,3.67,0.74,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","Hymenoptera","Formicidae",NA,NA,9.68,12.19,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","Hymenoptera","Formicidae",NA,NA,13,33.75,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","Hymenoptera","Formicidae",NA,NA,4.74,2.15,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","Hymenoptera","Formicidae",NA,NA,1.65,0.07,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262","Hymenoptera","Formicidae",NA,NA,3.69,0.69,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263","Hymenoptera","Formicidae",NA,NA,5.72,3.71,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264","Hymenoptera","Formicidae",NA,NA,13.54,37.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265","Hymenoptera","Formicidae",NA,NA,12.33,30.36,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266","Hymenoptera","Formicidae",NA,NA,1.72,0.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267","Hymenoptera","Formicidae",NA,NA,3.43,0.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268","Hymenoptera","Formicidae",NA,NA,8.78,11.66,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269","Hymenoptera","Formicidae",NA,NA,6.46,3.23,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270","Hymenoptera","Formicidae",NA,NA,14.98,44.82,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271","Hymenoptera","Formicidae",NA,NA,5.98,2.85,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","Hymenoptera","Formicidae",NA,NA,11.91,16.71,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273","Hymenoptera","Formicidae",NA,NA,5.29,2.53,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274","Hymenoptera","Formicidae",NA,NA,9.27,13.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275","Hymenoptera","Formicidae",NA,NA,4.02,1.91,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","Hymenoptera","Formicidae",NA,NA,8.15,10.32,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","Hymenoptera","Formicidae",NA,NA,10.24,10.67,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278","Hymenoptera","Formicidae",NA,NA,9.23,9.12,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","Hymenoptera","Formicidae",NA,NA,3.96,0.59,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280","Hymenoptera","Formicidae",NA,NA,10.31,11.13,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281","Hymenoptera","Formicidae",NA,NA,7.79,4.56,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282","Hymenoptera","Formicidae",NA,NA,12.02,15.35,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283","Hymenoptera","Formicidae",NA,NA,7.38,3.81,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284","Hymenoptera","Formicidae",NA,NA,10.55,9.55,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285","Hymenoptera","Formicidae",NA,NA,11.56,12.04,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286","Hymenoptera","Formicidae",NA,NA,4.65,0.7,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287","Hymenoptera","Formicidae",NA,NA,9.03,9.68,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288","Hymenoptera","Formicidae",NA,NA,12.62,14.09,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Hymenoptera","Formicidae",NA,NA,7.92,3.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290","Hymenoptera","Formicidae",NA,NA,8.5,5.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","Hymenoptera","Formicidae",NA,NA,5.87,2.37,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292","Hymenoptera","Formicidae",NA,NA,8.36,3.22,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2293","Hymenoptera","Formicidae",NA,NA,6.1,2.64,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2294","Isopoda","Ligiidae",NA,NA,1.73,0.55,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2295","Isopoda","Ligiidae",NA,NA,3.1,1.18,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296","Isopoda","Ligiidae",NA,NA,1.51,0.26,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2297","Isopoda","Ligiidae",NA,NA,3.11,1.29,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298","Isopoda","Ligiidae",NA,NA,2.54,0.9,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299","Isopoda","Ligiidae",NA,NA,3.25,1.89,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300","Isopoda","Ligiidae",NA,NA,4.02,3.05,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301","Isopoda","Ligiidae",NA,NA,4.27,3.33,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302","Isopoda","Ligiidae",NA,NA,3.71,2.6,"Sohlstrom et al. 2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
