Plot_Id;Agromyzidae;Anthomyiidae;Aphididae;Apidae;Braconidae;Calliphoridae;Canacidae;Cecidomyiidae;Ceratopogonidae;Chironomidae;Collembola;Crambidae;Culicidae;Empididae;Enchytraeidae;Erebidae;Eulophidae;Fanniidae;Geometridae;Heleomyzidae;Hemiptera;Ichneumonidae;Limoniidae;Liposcelidae;Lycaenidae;Lycosidae;Lygaeidae;Mesostigmata;Muscidae;Mycetophilidae;Noctuidae;Nymphalidae;Oribatida;other Araneae;Phoridae;Pieridae;Piophilidae;Prostigmata;Pteromalidae;Scathophagidae;Sciaridae;Syrphidae;Tachinidae;Tenthredinidae;Thomisidae;Tipulidae;Tortricidae;Trichoceridae
G_t4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
H_t2;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0
H_t3;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0
H_t4;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;1;0;0
I_t2;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
I_t3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
I_t4;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
IX_t2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0
IX_t3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0
IX_t4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0
J_t2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0
J_t3;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
J_t4;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0
K_t2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0
K_t3;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0
K_t4;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0
L_t2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
L_t3;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0
L_t4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
LX_t2;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0
LX_t3;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0
LX_t4;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0
P_t2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0
P_t3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0
P_t4;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0
R_t2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
R_t3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0
R_t4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0
S_t2;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0
S_t3;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0
S_t4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
