Order,Suborder,Family,Live body mass (mg),Body length (mm),Body width (mm),Geographic Region,Groups for Table S1,Analysis
araneae,labidognatha,clubionidae,16.17,6.26,2.01,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,clubionidae,0.71,2.12,0.67,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,clubionidae,7.76,4.76,1.5,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,clubionidae,5.57,4.17,1.3,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,1.14,2.27,0.97,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.96,2.17,0.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,22.64,5.62,2.33,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.35,1.63,0.65,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.39,1.33,0.53,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.54,1.78,0.69,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,8.23,5.17,1.89,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.5,1.83,0.66,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.79,2.25,0.81,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,8.9,5.18,1.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,0.9,2.09,0.72,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,7.38,5.15,1.76,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,8.82,5.32,1.81,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,6.88,5.09,1.72,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,4.6,4.1,1.37,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,5.92,4.69,1.56,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,4.26,4.17,1.37,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,4.89,4.26,1.38,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,4.92,4.26,1.35,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,8.44,4.8,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,8.44,5.44,1.68,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,3.24,3.83,1.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,2.99,3.66,1.05,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,25.87,7.85,2.23,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,corinnidae,18.06,7.14,2.01,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,6.92,3.63,1.74,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,7.75,4.48,2.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,1.03,1.93,0.88,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,0.88,2.05,0.94,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,49.21,7.19,3.27,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,0.78,1.82,0.82,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,1.73,2.41,1.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,1.68,2.41,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,12.73,4.54,2.02,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,0.74,1.88,0.83,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,22.66,5.8,2.54,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.03,2.66,1.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,259.26,13.5,5.8,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,1.23,2.31,0.99,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.58,3.15,1.33,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,17.72,5.37,2.25,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.09,2.68,1.12,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.1,2.6,1.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,40.52,6.83,2.83,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,1.84,2.86,1.18,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,10.61,4.81,1.97,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,118.74,10.69,4.38,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,9.71,4.75,1.94,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.41,2.82,1.14,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,29.78,6.81,2.7,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,17.72,5.48,2.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,8.86,4.26,1.66,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,41.06,7.64,2.98,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,8.13,4.29,1.67,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,6.83,3.96,1.53,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,0.79,2.03,0.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,23.07,6.34,2.44,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,10.95,4.99,1.92,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,7.13,3.84,1.47,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,9.64,4.7,1.79,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,47.12,7.78,2.93,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,5.98,3.97,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,771.88,20.58,7.7,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,7.54,4.39,1.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,15.38,5.37,1.99,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,104.48,10.42,3.85,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,20.07,5.9,2.15,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,13.48,5.2,1.88,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.54,3.19,1.12,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,205.29,13.1,4.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,6.6,4.11,1.41,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,70.34,8.96,3.06,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,2.08,2.92,0.99,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,49.63,8.05,2.7,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,96.32,10.75,3.53,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneomorphae,ctenidae,3.14,3.55,1.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,NA,cyatholipidae,0.65,1.39,0.49,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,9.47,5.1,1.85,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,10.21,5.43,1.85,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,3.02,3.47,1.14,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,2.26,3.47,1.14,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,2.45,3.31,1.08,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,23.74,7.39,2.4,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,14.36,6.47,2.1,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,11.35,5.61,1.81,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,22.11,7.47,2.39,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,9.49,5.33,1.64,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,4.71,4.68,1.4,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,38.67,8.98,2.64,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,4.05,4.31,1.23,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,17.34,7.42,2.1,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,9.42,5.48,1.54,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,21.99,8.12,2.13,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,dysderidae,5.23,4.42,1.15,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,0.1,1.04,0.47,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,1.23,2.46,0.88,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,1.71,2.81,0.96,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,4.86,4.34,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,3.61,3.62,1.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,10.68,5.33,1.77,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,6.33,4.45,1.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,0.8,2.44,0.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,8.51,5.05,1.57,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,9.31,5.46,1.64,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,gnaphosidae,16.99,6.74,1.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,araneae,labidognatha,14.35,8.02,1.44,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,NA,lamponidae,2.34,1.3,0.68,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,NA,lamponidae,1.63,3,1.02,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,NA,lamponidae,8.71,4.94,1.54,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.85,1.52,1.1,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.86,1.59,1,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,1.62,1.6,1,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.41,1.54,0.93,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,2.01,2.06,1.22,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,2.08,2.31,1.34,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.34,1.48,0.84,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,3.11,2.55,1.44,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.56,1.64,0.92,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.27,1.13,0.63,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.88,1.4,0.77,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,1.13,1.92,1.05,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.64,1.43,0.78,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.5,1.49,0.81,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,1.22,1.98,1.07,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.72,1.84,0.98,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,0.97,1.89,1.01,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,linyphiidae,1.1,2.01,1.06,temperate,Araneae (webbuilding),Main Analysis and Supporting Information
