Order,Suborder,Family,Live body mass (mg),Body length (mm),Body width (mm),Geographic Region,Groups for Table S1,Analysis
araneae,labidognatha,oonopidae,0.17,1.25,0.53,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.2,1.3,0.54,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.15,1.42,0.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,2.07,2.94,1.23,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.81,2.82,1.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.15,1.25,0.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.25,1.33,0.54,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.44,1.84,0.74,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.15,2.48,1,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.33,1.63,0.65,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.41,1.74,0.69,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.96,3.04,1.19,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.03,2.23,0.88,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.47,1.64,0.64,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.69,2.93,1.14,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.32,1.54,0.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.88,3.03,1.15,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.2,1.45,0.54,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.36,1.7,0.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.34,1.74,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.68,2.03,0.71,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.44,1.77,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.34,1.65,0.58,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,1.06,2.43,0.85,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.04,1.12,0.39,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.26,2.26,0.77,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.2,1.54,0.52,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.07,1.6,0.54,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.17,1.24,0.42,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.51,1.82,0.61,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.25,1.66,0.55,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oonopidae,0.58,2.05,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.51,1.64,0.76,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.64,1.63,0.71,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.44,1.57,0.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.57,1.86,0.74,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.96,2.19,0.86,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.58,1.66,0.66,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.12,4.68,1.79,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.88,2.12,0.8,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.13,2.53,0.96,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.49,3.51,1.33,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.4,1.97,0.74,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15.51,5.34,2,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.92,2.04,0.76,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,21.48,6.5,2.42,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.88,2.09,0.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.34,1.6,0.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.67,5.62,2.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.72,2.81,1.04,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,22.03,6.56,2.42,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.3,2.76,1.01,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.23,6.23,2.28,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.46,2.58,0.95,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.17,2.98,1.09,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.6,1.82,0.66,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15.36,6.12,2.22,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.53,2.55,0.92,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,5.06,3.96,1.43,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.17,4.35,1.57,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,11.73,5.34,1.93,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,22.91,6.93,2.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.77,2.69,0.96,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15.18,5.79,2.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.45,4.86,1.73,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.87,2.2,0.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.88,5.39,1.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,5.79,4.26,1.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,24.5,6.93,2.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.15,6.1,2.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.45,1.79,0.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.33,6.18,2.18,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.05,2.31,0.81,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,18.94,6.55,2.3,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.23,5.89,2.06,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.95,3.25,1.13,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,22.84,7.2,2.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,20.25,6.84,2.38,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.39,6.29,2.19,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.56,3.85,1.34,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.38,4.56,1.58,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.57,2.68,0.93,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.23,5.18,1.79,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,28.21,7.56,2.61,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.3,2.59,0.89,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.36,6.89,2.38,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.84,3.25,1.12,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.6,6.12,2.1,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.62,4.79,1.64,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.89,6.15,2.1,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.39,6.32,2.14,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.66,6.55,2.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.18,6.65,2.25,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,20.47,6.77,2.29,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.52,3.92,1.32,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,5.82,4.43,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,28.42,7.46,2.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.91,3.33,1.12,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.57,4.87,1.64,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,18.39,6.51,2.19,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.74,5.19,1.74,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,5.61,4.14,1.39,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.41,5.39,1.8,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.33,3.14,1.05,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.88,4.36,1.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.11,3.75,1.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.3,3.66,1.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,5.83,4.44,1.47,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.31,5.86,1.93,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.99,6.16,2.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.79,6.75,2.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,55.96,9.63,3.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.01,3.01,0.99,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.31,5.5,1.8,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,23.42,7.16,2.34,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.82,3.82,1.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.06,3.85,1.25,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.61,3.31,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.38,2.78,0.9,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.72,2.91,0.94,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.74,4.6,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.85,4.61,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.21,2.33,0.75,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.36,4.68,1.51,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,27.35,7.59,2.44,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.71,3.46,1.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.04,5.03,1.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.21,4.65,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.76,5.7,1.83,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.48,2.72,0.87,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15.5,6.72,2.15,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.36,5.32,1.7,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.52,4.97,1.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.87,3.78,1.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.1,5.77,1.84,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.01,4.84,1.55,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.41,4.85,1.55,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.28,4.02,1.28,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,5.4,4.35,1.38,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,0.45,1.95,0.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.89,5.63,1.78,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.59,4.57,1.44,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.59,6.6,2.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,28.8,7.81,2.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.73,3.73,1.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.5,4.98,1.56,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,21.79,7.16,2.24,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.91,3.59,1.12,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.2,3.68,1.15,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.92,6.53,2.04,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.96,3.85,1.2,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.25,3.86,1.2,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.2,5.12,1.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.3,6.54,2.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.06,4.94,1.53,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.84,5.83,1.81,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.77,4.33,1.34,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,2.27,3.2,0.99,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.34,6.85,2.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.81,3.14,0.97,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.08,4.46,1.37,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.01,6.58,2.03,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.92,7.06,2.17,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.79,3.58,1.1,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.99,6.52,1.98,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.32,6.23,1.88,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.22,5.28,1.58,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.32,4.27,1.28,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,20.55,6.91,2.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,12.89,5.99,1.79,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.93,4.14,1.23,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.5,3.72,1.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15.89,6.57,1.95,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,26.86,7.86,2.33,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,1.64,2.83,0.84,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,12.76,5.93,1.75,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.84,5,1.48,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,72.56,11.21,3.3,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.23,6.51,1.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.92,6.56,1.92,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.91,4.86,1.42,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,6.97,4.81,1.41,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15.05,6.86,2,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.08,6.26,1.82,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.65,5.42,1.57,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,28.47,8.25,2.38,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,23.85,7.59,2.19,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.09,6.28,1.81,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,7.56,5.12,1.46,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.7,3.79,1.08,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.36,3.99,1.14,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.5,5.77,1.64,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,25.23,7.77,2.21,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.91,5.66,1.61,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.86,6.53,1.86,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,3.01,3.77,1.07,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,20.63,6.89,1.94,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,34.51,9.29,2.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,40.42,9.2,2.58,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,16.3,6.26,1.76,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.43,6.96,1.95,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,23.39,7.16,2,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,9.1,5.59,1.56,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,8.23,5.34,1.49,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,22.23,5.89,1.63,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,32.48,8.38,2.31,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.88,5.78,1.59,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,23.65,7.71,2.11,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,25.86,8.11,2.22,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.4,5.75,1.57,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,15,6.71,1.82,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,19.04,7.11,1.93,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,49.38,9.78,2.65,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,4.37,4.33,1.16,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.14,6.59,1.77,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,21.48,7.54,2.02,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,14.93,6.46,1.72,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,10.98,6.05,1.6,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,13.69,6.17,1.62,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,17.18,7.09,1.85,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,21.37,7.5,1.91,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,oxyopidae,26.66,7.76,1.89,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,palpimanidae,0.55,1.52,0.65,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,palpimanidae,0.07,1.36,0.55,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,NA,pararchaeidae,0.58,1.62,0.89,tropical,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,philodromidae,29.53,8.63,2.52,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,philodromidae,28.46,8.22,2.31,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,philodromidae,56.12,10.6,2.81,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,philodromidae,11.98,5.92,1.49,temperate,Araneae (hunting),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.25,1.12,0.67,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.51,1.49,0.89,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.29,1.29,0.77,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.34,1.02,0.59,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.25,0.98,0.57,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.42,1.42,0.82,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.9,1.48,0.85,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.45,1.37,0.78,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,4.64,3.01,1.71,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.93,1.82,1.02,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,3.38,2.36,1.29,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.27,1.13,0.61,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.53,1.32,0.69,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.14,1.13,0.59,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.42,1.4,0.73,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.41,1.45,0.75,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.23,1.15,0.59,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.74,1.61,0.83,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.34,1.38,0.71,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
araneae,labidognatha,pholcidae,0.36,1.12,0.57,tropical,Araneae (webbuilding),Main Analysis and Supporting Information
